category,displayName.text,formattedAddress,rating,id,types,userRatingCount,internationalPhoneNumber,googleMapsUri,websiteUri,photo_url,latitude,longitude
venue,Royal Courtyard Goa,"Opp : Montfort ITI / SYNGENTA, Corlim, Goa 403110, India",4.2,ChIJ8fOO7iC8vzsRG5CA8O8OS6A,corporate,535,+91 92269 07104,https://maps.google.com/?cid=11550342093016698907,NAN,https://lh3.googleusercontent.com/places/ANXAkqFT61a4iRYmckgdYs6VFiT8QVh2ikxO4ThS1EkFkv1K8tqCE9q9VgUAG6LhSEsGreNO_QHQORm2TPhPOyFfjN9ISxpX-JZFrco=s1600-w400,15.4939044,73.9377444
venue,Little Field,"Little Field, Caranzalem, Taleigao, Durgavado, Goa 403002, India",4.1,ChIJJ3yV3MjAvzsREu23XwP4-Os,birthday,264,+91 77740 48333,https://maps.google.com/?cid=17003613086511787282,http://www.goaweddingdirectory.com/little-field-wedding-hall-goa.php,https://lh3.googleusercontent.com/place-photos/ADOriq3MZqEnPQdTWivS46WmOqj1IB3BZzteE4V9gTDn8lY8aJouLOULFUOeGc5lyrRMZ8428EIPqxoNusR6S7kEezLqiVsOSbUvSztQMArHpRTmpMBA7fYhUf2cEul_j71rNHHZ62OgCw7fsWAbzdk=s1600-w400,15.4670045,73.8134121
venue,Don Joao Wedding and Banqueting Lawns,"Calangute-Mapusa Rd, Dias Vaddo, Nagoa, Bardez, Goa, 403516, India",4.2,ChIJ343IjHLqvzsRd7IVV4d3a_4,wedding,370,+91 77458 75566,https://maps.google.com/?cid=18332878131307065975,NAN,https://lh3.googleusercontent.com/places/ANXAkqED-xtgO9550C-GbPS4v_jSlbUElIvxDZY9ZCfpjoeOmxcHR-eQkwoQmgjLQTu1FA4JUuLHcdPPxVwl51I28mDX9ktsbJEEaBs=s1600-w400,15.556418,73.7745281
venue,Grand Gigi's,"Beach, road, behind Mobor beach, Cavelossim, Goa 403731, India",4.5,ChIJkdORgaFMvjsRUL6QvKcZvdw,corporate,321,+91 7249288364,https://maps.google.com/?cid=15905897667156295248,https://www.facebook.com/Ggsbeachbarandgrill/,https://lh3.googleusercontent.com/places/ANXAkqGqERbuL0vGnma2ZSPK7XfQdETMEW4hYkSWPq8uEF9ybCPmxmv04h7ON4-HznDklP4ro7unHK1ySj149voDjm5AYciBNbkCxzU=s1600-w400,15.1757722,73.9427247
venue,The White House,"Behind Livrament Chapel Arlem- Raia, goa, Goa 403720, India",4.3,ChIJxU2_LnexvzsR8_NceAyZePo,corporate,1125,+91 83295 73762,https://maps.google.com/?cid=18048343785525277683,NAN,https://lh3.googleusercontent.com/place-photos/ADOriq18RVTzpX01ygzNFs3yF-MCTaluTNf6xYTxFl1GP0kwbX3TvX2_swYvscUQMdGancqgruPsOCAE005Csn5imi3m62cY0Kz_VgsIUKa2CwqN7QQ10l5DH_9fQTRT0TN5ZDJE8jjQZHtb9ZPgw5Q=s1600-w400,15.303912,73.9781051
venue,Prince Open Air Hall,"Road To Salaulim Dam, Pajimol, Sanguem, Goa 403704, India",4.3,ChIJXVDu0yervzsRnH5-FtutYNM,wedding,220,+91 88068 05372,https://maps.google.com/?cid=15231365096253849244,https://instagram.com/prince_open_air_hall/,https://lh3.googleusercontent.com/places/ANXAkqESTuhqbqxwMt9OHpNRkdNj6gLwi42a4jI3d-9ncWXTa0cZN_-hgV4sBVvz3LBVuF1HL8HrbFmTlULLAtjMNXyiTTmeIGvs08E=s1600-w400,15.223343,74.167735
venue,Riviera Pool & party,"Orlim Rd, Orlim, Goa 403724, India",4.4,ChIJ78gV9dSzvzsRBWXORG7TZ2s,wedding,19,+91 80106 05746,https://maps.google.com/?cid=7739386955213726981,NAN,https://lh3.googleusercontent.com/places/ANXAkqHwz947o6VYdexClIW9pqntfrQ8Biw69snISgIKbsmcooQGX-22-TmWzVopwIVGff2VPj-32myCByOgI6oJR_lz2kVg1jPoZGU=s1600-w400,15.2198751,73.9571985
venue,Kesarval Gardens,"Verna Plateau, Cortalim, Verna, Goa 403710, India",3.9,ChIJfaO2hfy5vzsRp0b1gwqqyrs,wedding,1243,+91 93702 75563,https://maps.google.com/?cid=13531814992528361127,http://www.kesarval.com/,https://lh3.googleusercontent.com/places/ANXAkqHv1dZrbbCfLNLneWHvkr0-PfoCd3Y0rMMHqiTKa5fzAFsElqvGkd7J9aTYLAGVdCS4dWMBoDZ5TOxp4sZEXQYfEOmJKGcxNZs=s1600-w400,15.3809899,73.9260669
venue,Z Square Banquets Panaji,"1st floor and 4th Floor, Z Square Banquets, Hotel Ashok Plaza, Wolfango D, Silva Road, Panaji, Goa 403001, India",4.3,ChIJpz6YLyLBvzsROOvsuL1mGC0,wedding,119,+91 93099 14260,https://maps.google.com/?cid=3249460096185199416,https://zsquarebanquets.com/,https://lh3.googleusercontent.com/places/ANXAkqFrGcBA6sRHD04swfUcHrelklFksTbbH3GA9zsid797APXydJHF-xNJGxKYfNGEJUz3E7Nc5eBe3m8xpYFAo01I_qa9zOzh_g=s1600-w400,15.4970349,73.8239605
venue,Green Amaze,"Green Amaze, Gogol, Madgaon, Goa 403601, India",4.2,ChIJScrBldSzvzsRMsreGcUBTpo,corporate,416,+91 77091 75525,https://maps.google.com/?cid=11118826476078549554,NAN,https://lh3.googleusercontent.com/places/ANXAkqHYgGjiFIK12mNuRj3EzVBSI41T5aIl758KRglRb63yFtce-ee0TVsqR2JsgGoUvXQ3H2oxbFvXZxYd07hezp8i68LruDLk6Vg=s1600-w400,15.2843779,73.9814951
venue,Sun Grace Garden,"92RF+GW6, Bethora Industrial Estate, Betora, Goa 403401, India",4.2,ChIJk5zTLKy6vzsRCYgWf8rcd28,wedding,412,+91 2294923580,https://maps.google.com/?cid=8032131222712256521,NAN,https://lh3.googleusercontent.com/place-photos/ADOriq3tIT1w4hV8u2-dtbUUSKvb4H-V5H30fZLRhj00ezgNRRX1zNGBa_E_b8POCA7VAXuBTx0Pa7MjUsLYjShyO8Z9Xx9lwPPVFiX_pe_x0Imz-v-oxXxU6ZfikPwH6EhrlncofD7pJ1ZPCE4zLw=s1600-w400,15.3912978,74.0247809
venue,Mohidin's Gardenia - Banquet and Lawns,"next to Panchayat Football Ground, Holy Cross Colony, Chicalim, Vasco Da Gama, Goa 403711, India",4.3,ChIJZ40u7M-5vzsRHcAlxNbLpok,wedding,78,+91 83900 92870,https://maps.google.com/?cid=9918839352604344349,https://www.facebook.com/profile.php?id=100090625721458&mibextid=ZbWKwL,https://lh3.googleusercontent.com/places/ANXAkqGGKjCgIohjGZXNbVATlH80uocnQF8aktcnpFJkPoQa38qqLxSXRy3EY8CZC4EfhSmlZ04mBDVn1AZXxgKi3kUTUk-lLN71YbI=s1600-w400,15.3981294,73.845798
venue,Salle 59 Banquet Hall,"Navelcar Pride, NH - 4A Panaji-Old Goa Bypass Road, Chimbel, Panaji, Goa 403006, India",4.4,ChIJSeV7ZRq_vzsRDdHD-FLyJzw,wedding,439,+91 90219 02982,https://maps.google.com/?cid=4334699604542214413,https://salle59.com/,https://lh3.googleusercontent.com/places/ANXAkqEHBR4rcx4lzCVjMNM45w04X38XHCdUlheKWSy9PQHFVliQBxSeIWU0pVH2-oa5CT4uFPvUTJYNfHuEJZzXNXZta2bFq-BsgPI=s1600-w400,15.4957188,73.8794084
venue,The Village,"8XF2+6J6, Edapally - Panvel Hwy, Pateapur, Nuvem, Goa 403713, India",4.3,ChIJJTO26SSxvzsR048kge3Xs3s,wedding,633,+91 832 657 0573,https://maps.google.com/?cid=8913705502570221523,NAN,https://lh3.googleusercontent.com/place-photos/ADOriq2ic4SdxuYRT4YQsMvN3Odl36kK1CJFI-6FkJmgLaAVb9jBVEH0E0pUj5F_8rYCmoc-IocE1MVKW3RyoY9vU5gaYV8yhbPPsjrExU0b4ue9zhYWpwz9fPAC5S1zcpjvjJiZlPR18XVns95CVw=s1600-w400,15.3230415,73.95152
venue,Royal Gardens,"Bandfol Street, near saint sebestian chapel at Cuncolim, junction, Chinchinim, Goa 403715, India",4.6,ChIJx6UX0K2zvzsR3vl-lNipdUI,birthday,56,+91 97303 55321,https://maps.google.com/?cid=4788920526447770078,NAN,https://lh3.googleusercontent.com/places/ANXAkqGOrXXyR2y6wO1-a9Wle9w19MzEZN1R4z-yoUR9A50zICK2A4-50eDH8X41xD0CZtggh1gMO5-gzMugbg6XA57lnbtUgaJqumA=s1600-w400,15.2176253,73.9787391
venue,Velorian's By The River,"6XJ4+6RQ, Palkutt, Varca, Goa 403707, India",4.3,ChIJvYoGg3KzvzsR7M_CgNs7sqI,wedding,636,+91 97303 55321,https://maps.google.com/?cid=11723498593942949868,NAN,https://lh3.googleusercontent.com/place-photos/ADOriq2BJScxGhdU4HXnmJbzw2mFgZpTqfwgipRdIehtUwH-92wY8HtQLz1xZjOcVKXa7I4Fq9rusDIz9zNfzHiD8Pu9X3UUTazLEAuoI5j5Y1yW8Pgx0xy1TJRm0-RbMgP1hZ57ogvj1-kRn6s0Hg=s1600-w400,15.2305991,73.9571057
venue,Severina gardens,"1/103 Severina Gardens, Xelpem, Duler, Mapusa, Goa 403507, India",4.1,ChIJ2ffh-uLqvzsR4ZGoBs-dmWw,birthday,180,+91 88887 00444,https://maps.google.com/?cid=7825459340028449249,https://www.goldenorchidgoa.com/venues/severina-gardens/,https://lh3.googleusercontent.com/place-photos/ADOriq3zRTDV70HlWMODEOpuxbpLqySt2vyU79iTxnbitawgcOItRVMXtTUshNzml_3jOESdcIrSd4jnNulLrFSS2O10cE72hsc7gJIrn3g5EeO8_ErRIZRqAKnzgghZkGEh17IhPLiv0-3WOf1oPSs=s1600-w400,15.6071436,73.8131841
venue,The Emerald Lawns - Parra,"HQ6R+X6, Betim–Verem–Saligao Rd, Sateri Nagar Colony, Parra, Goa 403510, India",4.3,ChIJL00321_qvzsRLmb1YxN5s0E,wedding,527,+91 9823111898,https://maps.google.com/?cid=4734260757484889646,NAN,https://lh3.googleusercontent.com/place-photos/ADOriq1fzvOehjfK0T7UDSO3eH-e54WX-yKza-HpNlZTyfx5oKdcKP6JXsQ7G7YeZw0phIUgfUq8y-MtsKU0s9I24PVIbDVP5T7B8Z9y8Bzzr4wJTatkLkXsbtQbiEVUMvrtTAp8ij86jmHUy7b3=s1600-w400,15.5708518,73.7928406
venue,Dr. Nevilles Dance Floor,"Gudi - Paroda, Goa 403714, India",4,ChIJ06LP8YGyvzsRkEgqoJgtbbA,birthday,323,�+91 98221 28844,https://maps.google.com/?cid=12712867456682182800,NAN,https://lh3.googleusercontent.com/places/ANXAkqE2sEch6nirWub_XTHtNIFP4fcRRa-WxmG-gPd7rZ6G3H-AiV5Wo37eWg5NQfN2WWZV_QUXXfItZ29ZN_nQoYozF6-E-nla0-A=s1600-w400,15.2424831,74.0287013
venue,Tomlib Gardens,"near old ghodge house, Korgaon, Goa 403512, India",4.5,ChIJm9tPu_ntvzsRDtxvAhxxtH8,wedding,239,+91 84594 27390,https://maps.google.com/?cid=9202104303738674190,http://www.tomlibgardens.com/,https://lh3.googleusercontent.com/places/ANXAkqGyxIbIwbl4pyvsCMoCgi6jhi8Ql59cqe05PcczF7t2jtmXHxYvvBW8ymRCDyDhg4VxHwPjiFxoDkjJgGXlF7POgLcPCx7yOQ=s1600-w400,15.6916893,73.7697605
venue,Achies Grandeza,"Anthoi, Guirdolim, Chandor, Goa 403714, India",4.4,ChIJwdAOEZStvzsRpI6cn0NY2dQ,birthday,187,+91 88309 24621,https://maps.google.com/?cid=15337387053450825380,NAN,https://lh3.googleusercontent.com/places/ANXAkqF8VWgX3xrDP6KZ9QRU5gKup44ryU8uFC3ZlSyuMdKNYSETADMUoFQXfrTXIjKmC9RG9e7vSM7IxKE4UPJCytow9-9rawFQNWw=s1600-w400,15.2663903,74.0468901
venue,QUATRO BANQUETS | PARTIES | WEDDINGS,"NH 17 Bypass, Verna, Lotli, Goa 403722, India",4.1,ChIJ29HO0ja3vzsR6MffjzzbuTE,wedding,629,+91 98231 34426,https://maps.google.com/?cid=3583136031708268520,NAN,https://lh3.googleusercontent.com/places/ANXAkqGWB-l-_2xhLy2OiVwtjuqxFvSINed1Bv6-fFeYrm8PfzTNse3aI-mk75svoZ4plAZkBvrnILRzEi5BHzCeCH68ZMkGDrd7FDM=s1600-w400,15.3475095,73.9278875
venue,Bella Banquet Hall,"Mangueshi, Panaji - Farmagudi - Margao Hwy Bypass Rd, next to BP petrol pump, Ponda, Goa 403401, India",4.6,ChIJSeZa4Bi7vzsRoCeaVSDYXrI,wedding,80,+91 81498 99220,https://maps.google.com/?cid=12852948019948693408,https://bellabanquethall.in/,https://lh3.googleusercontent.com/places/ANXAkqGxUHOxJLNOzR330P2CgrVt7jmfsX1688dptqsB1020lr1T2pU6KaJ6v2oxhi5wdFxu6GzvMfx56xgQRvprVTcnpXN4WKT2u0E=s1600-w400,15.4498799,73.9691484
venue,BIG Bee banquet halls,"road, Savoi-Verem, Khandola, Goa 403107, India",4.1,ChIJvc0MqIW9vzsRK4tCw21vvjU,wedding,251,+91 70201 26157,https://maps.google.com/?cid=3872655246803241771,NAN,https://lh3.googleusercontent.com/places/ANXAkqFgMAL4Nbhva1YkCBxOQEOh4NGZYFcjAFehXeAgw3xJ6BSDYBqqtpKsO1m8QuRdkbqUbRFCUY5GX_yx4UY3aTXdrNqwpLfIjpU=s1600-w400,15.5144152,73.977751
venue,Mushroom Garden,"728X+WW3, Guirdolim Rd, Moll, Chandor, Guirdolim, Goa 403709, India",3.9,ChIJ6z9kRpStvzsRZizpPWYXACM,wedding,194,+91 8459597205,https://maps.google.com/?cid=2522041519220272230,NAN,https://lh3.googleusercontent.com/place-photos/ADOriq0kXpsbZ3B6cvReMXfy1HPYS_s1CRS_HZBZ9LjLIKlJk5usFmTir50X5HfPH0rLaT2hBmICHVu6ugk_8oAFc38CxUSaMdzh7vwSQhU116Np4TKMn8S_1Urr162CmmpjN71U-E36zTfx31e9DQ=s1600-w400,15.2672714,74.0497871
venue,Daivadnya Bhavan,"7X86+5HW, Margao - Quepem Rd, Calconda, Sanscar Society, Madgaon, Goa 403707, India",4.2,ChIJG3xP0sGzvzsRqYPf2KK4A4g,birthday,1016,+91 832 271 5577,https://maps.google.com/?cid=9800880223651070889,http://daivadnyasamajgoa.org/,https://lh3.googleusercontent.com/place-photos/ADOriq2RnwW4S6_73l35wEyYvXt6XoqOpXjF5z7sDzYPK8PQmpiVPXd4vLtuBBdDmDugd83psDgxbqU7bAo6NO7IU9F5U8Qv6dD1AR8vGylYU6lVjPw50LEnDXplHPgtIEioYFJzOLP6jfYrZVarqg=s1600-w400,15.2654974,73.9614593
venue,BELEKAR ESTATES,"Mapusa -Moira -Aldona Road Bastora, Bardez. 9422395900, Mapusa, Goa 403507, India",4.3,ChIJmXutz2PrvzsRsSZ9ithTOWM,restaurant,405,+91 94223 95900,https://maps.google.com/?cid=7149838072928872113,NAN,https://lh3.googleusercontent.com/places/ANXAkqE_KC8PvNg4vwbK9sV2cnQHezNZ07nP2jlDU5kpEAT9sWn35yiNdTptH-9mFK5TH4gTe0Szjfa00K2X1zOuNdmd6qy8gD8wxKw=s1600-w400,15.5894635,73.8257046
venue,Wild Orchid,"Calata, Girim, Goa 403713, India",4.1,ChIJHVcSyMi2vzsRqA8ryYH0GNE,garden,462,+91 77758 52577,https://maps.google.com/?cid=15067061391630995368,NAN,https://lh3.googleusercontent.com/places/ANXAkqGZoo8h3C7wfEw8csPrqx0ycH25ejfA00ip-N8wEP22qfCAx-jGp99S1owe-SPUyjJCMkevWpsaut79DHKJPkgK1D0aF9Z9D00=s1600-w400,15.3126831,73.9260241
venue,THE UPPER ROOM GOA,"8th floor Silvio Heights, St Inez Rd, opp. गवर्नमेंट क्वार्टर्स, Panaji, Goa 403001, India",4.5,ChIJefveoMLBvzsRlqLC8IfrHPw,corporate,20,+91 83087 09142,https://maps.google.com/?cid=18166653965998138006,NAN,https://lh3.googleusercontent.com/places/ANXAkqFON8-3DhyzQ6So-FtF5WiA6S45V4EMgG1nl6mkNPWoRywXDZexx-OmSR36ftq9kC2hC0y558skFqGLhTAVnb1L9QtSQP_vgZI=s1600-w400,15.4890759,73.8191342
venue,Joy n Celebrations,"Gansim, Maina, Goa 403108, India",4.4,ChIJV1L5sXC5vzsRhmP2ew83rnc,wedding,103,+91 70309 71251,https://maps.google.com/?cid=8623890876104860550,NAN,https://lh3.googleusercontent.com/places/ANXAkqFt0wtQzvQn5lWYlBDHJk6BFZQgvY1UiuVnjDTD8CXODqiRL8OMWiBFchh5cP13urenaSh4bU5_P556IBiBVtjzpAucN6J56lk=s1600-w400,15.4598709,73.9032866
